Strategy report
Symbol: /MES:XCME
Work Time: 3/2/25, 6:01 PM - 3/3/25, 10:26 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
147;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,965.50;3/2/25, 7:14 PM;$12.50;$870.00;-5.0;
148;dataCol_V6(5,965.5|5,963|5,963.5|908|1,740,960,780);Buy to Open;1;5.0;$5,963.00;3/2/25, 7:14 PM;;$856.25;0.0;
149;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,964.25;3/2/25, 7:15 PM;$20.00;$885.00;-5.0;
150;dataCol_V6(5,964.25|5,960.25|5,960.25|907|1,740,960,840);Buy to Open;1;5.0;$5,960.25;3/2/25, 7:15 PM;;$876.25;0.0;
151;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,962.00;3/2/25, 7:16 PM;$20.00;$892.50;-5.0;
152;dataCol_V6(5,962|5,958|5,958.5|2,305|1,740,960,900);Buy to Open;1;5.0;$5,958.00;3/2/25, 7:16 PM;;$896.25;0.0;
153;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,961.75;3/2/25, 7:17 PM;$17.50;$933.75;-5.0;
154;dataCol_V6(5,961.75|5,958.25|5,958.75|1,259|1,740,960,960);Buy to Open;1;5.0;$5,958.25;3/2/25, 7:17 PM;;$913.75;0.0;
155;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,959.75;3/2/25, 7:18 PM;$30.00;$930.00;-5.0;
156;dataCol_V6(5,959.75|5,953.75|5,954.25|1,785|1,740,961,020);Buy to Open;1;5.0;$5,953.75;3/2/25, 7:18 PM;;$943.75;0.0;
157;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,956.75;3/2/25, 7:19 PM;$17.50;$941.25;-5.0;
158;dataCol_V6(5,956.75|5,953.25|5,956.5|763|1,740,961,080);Buy to Open;1;5.0;$5,953.25;3/2/25, 7:19 PM;;$961.25;0.0;
159;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,958.00;3/2/25, 7:20 PM;$7.50;$958.75;-5.0;
160;dataCol_V6(5,958|5,956.5|5,957.25|432|1,740,961,140);Buy to Open;1;5.0;$5,956.50;3/2/25, 7:20 PM;;$968.75;0.0;
161;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,959.25;3/2/25, 7:21 PM;$10.00;$966.25;-5.0;
162;dataCol_V6(5,959.25|5,957.25|5,958.5|741|1,740,961,200);Buy to Open;1;5.0;$5,957.25;3/2/25, 7:21 PM;;$978.75;0.0;
163;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,960.00;3/2/25, 7:22 PM;$8.75;$981.25;-5.0;
164;dataCol_V6(5,960|5,958.25|5,959.75|510|1,740,961,260);Buy to Open;1;5.0;$5,958.25;3/2/25, 7:22 PM;;$987.50;0.0;
165;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,960.75;3/2/25, 7:23 PM;$8.75;$1,011.25;-5.0;
166;dataCol_V6(5,960.75|5,959|5,959.5|407|1,740,961,320);Buy to Open;1;5.0;$5,959.00;3/2/25, 7:23 PM;;$996.25;0.0;
167;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,959.75;3/2/25, 7:24 PM;$22.50;$1,011.25;-5.0;
