FT,vel5,vel10,vel15,vel30,vel60,acc5,acc10,acc15,acc30,acc60,stoch12,stochDiff6012,RSIhl_diff,RSIhl_diffROC,vol,vol10,vol15,vol30,vol60,volD10,volD15,volD30,volD60,vpm5,vpm10,vpm15,vpm30,vpm60,ToD,DoW,MO,Dr3_Model,Dr3,Dc1,Dc3,Dr1,Mc1,Mc3,Mr1,Mr3
1728532200000,0.0,0.0043,0.0086,0.0029,0.0,-0.0086,-0.0064,0.0114,0.0057,-0.0043,75.0,6.3958,3.7639,1.8611,148.0,156.5,170.0,257.5,285.3333,-5.4313,-12.9412,-42.5243,-48.1308,0.0,0.0016,0.0029,0.0006,0.0,1430.0,4.0,0.0,0.4375918,-0.75,dn,dn,0.0,nm,mv,0.0,0.6415
1728532500000,0.0,0.0,0.0029,0.0029,0.0007,0.0,-0.0128,-0.0,0.0043,-0.0018,75.0,6.3473,1.8119,-1.952,186.0,167.0,166.3333,250.6667,264.75,11.3772,11.8236,-25.7979,-29.745,0.0,0.0,0.001,0.0007,0.0002,1435.0,4.0,0.0,2.2385917,-0.75,up,dn,0.25,nm,mv,0.4685,0.6419
1728532800000,0.0043,0.0021,0.0014,0.0057,0.0,0.0043,-0.0021,-0.0086,0.0114,-0.0036,83.3333,10.5819,6.748,4.9361,91.0,138.5,141.6667,198.0,246.8333,-34.296,-35.7647,-54.0404,-63.133,0.0027,0.0009,0.0006,0.0017,0.0,0.0,4.0,0.0,2.426888,-1.5,dn,dn,-1.0,mv,mv,2.9104,1.3444
1728533100000,-0.0171,-0.0064,-0.0043,0.0021,-0.0014,-0.0214,-0.0064,-0.0128,0.0071,-0.0061,54.5455,-3.3847,0.1198,-6.6283,111.0,101.0,129.3333,149.6667,231.0833,9.901,-14.1753,-25.8352,-51.9654,-0.009,-0.0037,-0.0019,0.0008,-0.0004,5.0,4.0,0.0,-1.1030754,-0.5,dn,dn,0.0,nm,nm,0.0,0.5009
1728533400000,0.0,-0.0086,-0.0043,-0.0007,-0.0014,0.0171,-0.0107,-0.0071,0.0014,-0.0071,54.5455,-1.9824,5.09,4.9702,156.0,133.5,119.3333,142.8333,220.8333,16.8539,30.7263,9.2182,-29.3585,0.0,-0.0037,-0.0021,-0.0003,-0.0004,10.0,4.0,0.0,-0.6052195,-0.75,dn,dn,-0.5,mv,mv,1.0733,0.8075
1728533700000,-0.0086,-0.0043,-0.0086,-0.0036,-0.0011,-0.0086,0.0021,-0.01,-0.005,-0.0054,36.3636,-8.6538,5.09,0.0,51.0,103.5,106.0,123.8333,199.0,-50.7246,-51.8868,-58.8156,-74.3719,-0.0098,-0.0024,-0.0047,-0.0017,-0.0003,15.0,4.0,0.0,0.34752893,-0.25,dn,dn,0.0,nm,nm,0.0,0.2518
1728534000000,0.0,-0.0043,-0.0029,-0.0036,-0.0004,0.0086,0.0043,0.0014,-0.0064,-0.0039,36.3636,-8.3333,5.09,0.0,126.0,88.5,111.0,120.1667,188.8333,42.3729,13.5135,4.8544,-33.2745,0.0,-0.0028,-0.0015,-0.0017,-0.0001,20.0,4.0,0.0,-0.15701663,0.0,dn,dn,-0.25,nm,nm,0.597,0.0
1728534300000,-0.0043,-0.0021,-0.0043,-0.0043,-0.0007,-0.0043,0.0021,-0.0,-0.0071,-0.0036,27.2727,-11.5385,-0.9182,-6.0082,195.0,160.5,124.0,121.6667,186.1667,21.4953,57.2581,60.274,4.7449,-0.0013,-0.0008,-0.002,-0.0021,-0.0002,25.0,4.0,0.0,-0.75982237,0.5,dn,up,0.0,nm,nm,0.0,0.5085
1728534600000,0.0,-0.0021,-0.0014,-0.005,0.0004,0.0043,0.0021,0.0071,-0.0107,0.0007,20.0,-11.859,-3.6418,-2.7236,319.0,257.0,213.3333,159.6667,178.8333,24.1245,49.5313,99.7912,78.3784,0.0,-0.0005,-0.0004,-0.0018,0.0001,30.0,4.0,0.0,-4.135552,0.0,up,dn,0.25,nm,nm,0.6838,0.0
1728534900000,0.0043,0.0021,0.0,-0.0014,0.0004,0.0043,0.0043,0.0029,-0.0036,0.0014,30.0,-9.4615,6.0811,9.7229,148.0,233.5,220.6667,165.8333,157.75,-36.6167,-32.9305,-10.7538,-6.1807,0.0017,0.0005,0.0,-0.0005,0.0001,35.0,4.0,0.0,-1.0632325,0.0,up,dn,0.25,nm,nm,1.0607,0.0
1728535200000,0.0043,0.0043,0.0029,-0.0007,-0.0007,-0.0,0.0064,0.0071,-0.0,-0.0014,40.0,-4.7308,5.1713,-0.9098,70.0,109.0,179.0,151.5,147.1667,-35.7798,-60.8939,-53.7954,-52.4349,0.0036,0.0023,0.0009,-0.0003,-0.0003,40.0,4.0,0.0,1.2043654,-0.25,dn,dn,-0.5,mv,nm,1.8741,0.2762
1728535500000,-0.0086,-0.0021,0.0,-0.0007,-0.0021,-0.0128,-0.0043,0.0014,0.0029,-0.0036,20.0,-10.6923,5.2974,0.1261,80.0,75.0,99.3333,156.3333,140.0833,6.6667,-19.4631,-48.8273,-42.8911,-0.0063,-0.0017,0.0,-0.0003,-0.0009,45.0,4.0,0.0,-1.3351401,1.25,up,up,0.25,nm,mv,0.937,1.3912
1728535800000,0.0043,-0.0021,0.0,0.0,-0.0018,0.0128,-0.0064,0.0,0.0036,-0.0018,30.0,-4.9872,5.3577,0.0603,103.0,91.5,84.3333,152.5,136.3333,12.5683,22.1344,-32.459,-24.4499,0.0024,-0.0014,0.0,0.0,-0.0008,50.0,4.0,0.0,-0.25791916,0.25,dn,up,0.0,nm,nm,0.0,0.2897
1728536100000,0.0,0.0021,-0.0014,0.0007,-0.0018,-0.0043,0.0043,-0.0043,0.005,-0.0025,33.3333,-3.2821,8.7595,3.4018,128.0,115.5,103.6667,141.3333,131.5,10.8225,23.4727,-9.434,-2.6616,0.0,0.0011,-0.0008,0.0003,-0.0008,55.0,4.0,0.0,0.06325841,0.5,up,up,1.0,mv,nm,3.7482,0.6092
1728536400000,0.0171,0.0086,0.0071,0.0036,-0.0007,0.0171,0.0107,0.0071,0.0086,-0.0007,77.7778,13.4103,-11.0784,-19.8379,431.0,279.5,220.6667,160.0,159.8333,54.2039,95.3172,169.375,169.6559,0.0023,0.0018,0.0019,0.0013,-0.0003,60.0,4.0,0.0,5.576503,-0.5,dn,dn,-0.75,mv,nm,1.6933,0.6075
1728536700000,-0.0128,0.0021,0.0014,0.0007,-0.0004,-0.03,-0.0,0.0014,0.0021,0.0011,44.4444,1.8205,-0.9423,10.1361,223.0,327.0,260.6667,172.5,169.1667,-31.8043,-14.4501,29.2754,31.8227,-0.0034,0.0004,0.0003,0.0002,-0.0001,65.0,4.0,0.0,-0.37494174,-1.5,up,dn,0.25,nm,mv,0.4411,1.8454
1728537000000,0.0043,-0.0043,0.0029,0.0007,0.0,0.0171,-0.0128,0.0043,0.0014,0.0014,55.5556,5.8974,2.3811,3.3234,150.0,186.5,268.0,185.8333,168.6667,-19.571,-44.0299,-19.2825,-11.0672,0.0017,-0.0013,0.0006,0.0002,0.0,70.0,4.0,0.0,1.6984923,-1.5,dn,dn,0.0,nm,mv,0.0,1.8454
1728537300000,0.0,0.0021,-0.0029,0.0021,0.0007,-0.0043,-0.0,-0.01,0.0029,0.0018,55.5556,5.3333,4.5241,2.143,197.0,173.5,190.0,205.3333,180.8333,13.5447,3.6842,-4.0584,8.9401,0.0,0.0007,-0.0009,0.0006,0.0002,75.0,4.0,0.0,1.8413178,-2.0,dn,dn,-1.75,mv,mv,3.3955,2.792
1728537600000,-0.03,-0.015,-0.0086,-0.0036,-0.0018,-0.03,-0.0107,-0.01,-0.0036,-0.0014,8.3333,-20.8974,-9.4414,-13.9655,598.0,397.5,315.0,287.8333,220.1667,50.4403,89.8413,107.7591,171.6124,-0.0029,-0.0022,-0.0016,-0.0007,-0.0005,80.0,4.0,0.0,-0.14004399,-0.25,up,dn,0.25,nm,nm,0.291,0.3623
1728537900000,0.0043,-0.0128,-0.0086,-0.0029,-0.0011,0.0342,-0.015,-0.0114,-0.0036,-0.0004,16.6667,-24.163,1.521,10.9624,367.0,482.5,387.3333,327.6667,234.5,-23.9378,-5.2496,12.0041,56.5032,0.0007,-0.0016,-0.0013,-0.0005,-0.0003,85.0,4.0,0.0,-2.1064663,0.0,dn,dn,-0.5,mv,nm,0.5721,0.0
1728538200000,-0.0086,-0.0021,-0.0114,-0.0071,-0.0018,-0.0128,0.0128,-0.0086,-0.0107,-0.0021,7.6923,-31.0159,-3.9234,-5.4444,351.0,359.0,438.6667,314.3333,237.1667,-2.2284,-19.9848,11.6649,47.9972,-0.0014,-0.0003,-0.0015,-0.0013,-0.0004,90.0,4.0,0.0,-1.9491768,0.0,dn,dn,0.0,nm,nm,0.0,0.0
1728538500000,0.0,-0.0043,-0.0014,-0.005,-0.0021,0.0086,0.0086,0.0071,-0.0057,-0.0025,7.6923,-28.127,0.139,4.0625,382.0,366.5,366.6667,340.8333,256.6667,4.2292,4.1818,12.0782,48.8312,0.0,-0.0007,-0.0002,-0.0009,-0.0005,95.0,4.0,0.0,-2.4634027,-1.5,up,dn,0.5,mv,mv,0.7159,1.8552
1728538800000,0.0086,0.0043,0.0,-0.0043,-0.0018,0.0086,0.0064,0.0086,-0.005,-0.0011,23.0769,-16.1746,0.139,0.0,371.0,376.5,368.0,377.6667,281.75,-1.4608,0.8152,-1.7652,31.677,0.0013,0.0007,0.0,-0.0007,-0.0004,100.0,4.0,0.0,-1.7627729,-3.75,dn,dn,-0.5,mv,mv,0.6794,4.6359
1728539100000,-0.0086,0.0,0.0,-0.0057,-0.0018,-0.0171,0.0043,0.0114,-0.0078,0.0004,7.6923,-23.1429,0.139,0.0,219.0,295.0,324.0,381.3333,293.3333,-25.7627,-32.4074,-42.5699,-25.3409,-0.0023,0.0,0.0,-0.0009,-0.0004,105.0,4.0,0.0,0.10916841,-4.75,dn,dn,-1.5,mv,mv,2.0513,6.2233
1728539400000,-0.0257,-0.0171,-0.0086,-0.005,-0.0043,-0.0171,-0.0214,-0.0071,-0.0014,-0.0025,10.0,-42.4762,-7.8619,-8.0009,583.0,401.0,391.0,378.8333,333.3333,45.3865,49.1049,53.8935,74.9,-0.0026,-0.0025,-0.0013,-0.0008,-0.0008,110.0,4.0,0.0,-3.5933604,-3.0,dn,dn,-1.75,mv,mv,2.6833,3.6935
1728539700000,-0.03,-0.0278,-0.0214,-0.0107,-0.0068,-0.0043,-0.0278,-0.0214,-0.0078,-0.005,3.8462,-42.6266,-3.8506,4.0113,589.0,586.0,463.6667,415.8333,371.75,0.5119,27.0309,41.6433,58.4398,-0.003,-0.0028,-0.0027,-0.0015,-0.0011,115.0,4.0,0.0,-5.6258163,-1.25,dn,dn,-1.5,mv,mv,1.9053,1.1088
1728540000000,-0.0257,-0.0278,-0.0271,-0.0136,-0.0103,0.0043,-0.0107,-0.0271,-0.0064,-0.0096,6.4516,-33.96,-5.2549,-1.4043,1079.0,834.0,750.3333,537.1667,425.75,29.3765,43.8028,100.8688,153.4351,-0.0014,-0.0019,-0.0021,-0.0015,-0.0014,120.0,4.0,0.0,-8.5079365,-1.25,up,dn,0.25,nm,mv,0.2952,0.8412
1728540300000,0.0043,-0.0107,-0.0171,-0.0128,-0.0089,0.03,0.0171,-0.0086,-0.0079,-0.0086,17.6471,-19.2006,-2.5513,2.7036,751.0,915.0,806.3333,598.6667,469.75,-17.9235,-6.8623,25.4454,59.8723,0.0003,-0.0007,-0.0012,-0.0013,-0.0011,125.0,4.0,0.0,-6.525923,0.0,dn,dn,0.0,nm,nm,0.0,0.0
1728540600000,0.0,0.0021,-0.0071,-0.0143,-0.0093,-0.0043,0.03,0.0143,-0.01,-0.0093,18.75,-14.183,-1.4878,1.0635,333.0,542.0,721.0,592.3333,485.0,-38.5609,-53.8141,-43.7817,-31.3402,0.0,0.0002,-0.0006,-0.0014,-0.0011,130.0,4.0,0.0,-2.1752386,1.5,dn,up,-1.5,mv,mv,1.908,0.9857
1728540900000,-0.0257,-0.0129,-0.0071,-0.0171,-0.0114,-0.0257,-0.0021,0.02,-0.0114,-0.0121,3.125,-21.2887,-1.4251,0.0627,627.0,480.0,570.3333,660.3333,520.8333,30.625,9.9357,-5.048,20.384,-0.0024,-0.0016,-0.0007,-0.0015,-0.0013,135.0,4.0,0.0,-4.40922,2.75,up,up,1.5,mv,mv,1.8665,1.8305
1728541200000,0.0257,0.0,0.0,-0.0086,-0.0068,0.0514,-0.0021,0.0171,-0.0036,-0.005,25.0,-3.3998,-13.8673,-12.4422,792.0,709.5,584.0,695.1667,537.0,11.6279,35.6164,13.9295,47.486,0.0019,0.0,0.0,-0.0007,-0.0007,140.0,4.0,0.0,-4.656393,0.75,up,up,1.5,mv,nm,1.2696,0.4992
1728541500000,0.0257,0.0257,0.0086,0.0007,-0.005,-0.0,0.0386,0.0157,0.0114,-0.0039,46.4286,12.7784,-0.519,13.3483,475.0,633.5,631.3333,676.1667,546.0,-25.0197,-24.7624,-29.751,-13.0037,0.0032,0.0024,0.0008,0.0001,-0.0005,145.0,4.0,0.0,-0.00440678,-0.75,dn,dn,-0.25,nm,nm,0.2035,0.467
1728541800000,-0.0043,0.0107,0.0157,0.0043,-0.0046,-0.03,0.0107,0.0229,0.0178,-0.0029,42.8571,10.428,3.7997,4.3187,449.0,462.0,572.0,571.1667,554.1667,-2.8139,-21.5035,-21.389,-18.9774,-0.0006,0.0014,0.0016,0.0004,-0.0005,150.0,4.0,0.0,-0.5148618,1.25,dn,up,-0.5,mv,mv,0.4804,0.7134
1728542100000,-0.0086,-0.0064,0.0043,0.0021,-0.0054,-0.0043,-0.0321,0.0043,0.015,-0.0032,35.7143,5.9408,3.7796,-0.0201,291.0,370.0,405.0,494.5,546.5833,-21.3514,-28.1481,-41.1527,-46.7602,-0.0017,-0.001,0.0006,0.0003,-0.0006,155.0,4.0,0.0,-0.3542013,1.5,dn,up,0.0,nm,mv,0.0,0.8455
1728542400000,0.0,-0.0043,-0.0043,0.0021,-0.0061,0.0086,-0.015,-0.0129,0.0164,-0.0043,35.7143,7.3755,5.1632,1.3836,241.0,266.0,327.0,479.1667,535.75,-9.3985,-26.2997,-49.7043,-55.0163,0.0,-0.0009,-0.0008,0.0003,-0.0007,160.0,4.0,0.0,0.59310746,1.0,up,up,1.75,mv,mv,1.6238,0.5737
1728542700000,0.03,0.015,0.0071,0.0114,-0.0029,0.03,0.0214,-0.0086,0.0286,-0.0011,68.0,24.4695,-10.6152,-15.7784,535.0,388.0,355.6667,463.8333,562.0833,37.8866,50.4217,15.3432,-4.8184,0.0033,0.0023,0.0012,0.0014,-0.0003,165.0,4.0,0.0,-0.4556657,-0.25,dn,dn,-0.25,nm,nm,0.2683,0.1379
1728543000000,-0.0043,0.0129,0.0086,0.0064,-0.0011,-0.0343,0.0171,0.0043,0.015,0.0032,80.0,19.2442,-0.8921,9.7231,603.0,569.0,459.6667,432.3333,563.75,5.9754,31.182,39.4757,6.9623,-0.0004,0.0013,0.0011,0.0009,-0.0001,170.0,4.0,0.0,-2.8129244,0.25,dn,up,-0.5,mv,nm,0.5565,0.1329
1728543300000,-0.0086,-0.0064,0.0057,0.0007,0.0007,-0.0043,-0.0214,0.01,-0.0,0.0075,66.6667,11.4221,-4.6703,-3.7782,676.0,639.5,604.6667,465.8333,571.0,5.7076,11.7971,45.1163,18.3888,-0.0007,-0.0006,0.0006,0.0001,0.0001,175.0,4.0,0.0,-3.3926592,-1.5,up,dn,0.5,mv,mv,0.6387,0.7861
1728543600000,0.0086,0.0,-0.0014,0.0029,0.0036,0.0171,-0.0129,-0.0086,-0.0014,0.0139,76.1905,13.6077,-8.0402,-3.3698,1196.0,936.0,825.0,590.3333,580.75,27.7778,44.9697,102.5974,105.9406,0.0004,0.0,-0.0001,0.0003,0.0004,180.0,4.0,0.0,-3.1888704,-3.0,up,dn,0.25,nm,mv,0.318,1.5995
1728543900000,0.0043,0.0064,0.0014,0.005,0.0036,-0.0043,0.0128,-0.0071,0.0029,0.0125,77.2727,13.8552,-2.0669,5.9732,1027.0,1111.5,966.3333,713.0,603.75,-7.6023,6.278,44.0393,70.1035,0.0002,0.0003,0.0001,0.0004,0.0003,185.0,4.0,0.0,-2.6214547,-3.5,dn,dn,-2.25,mv,mv,3.092,1.8598
1728544200000,-0.0385,-0.0171,-0.0086,-0.0014,0.0004,-0.0428,-0.0171,-0.0143,-0.0036,0.0096,36.3636,-9.6154,-4.5076,-2.4407,993.0,1010.0,1072.0,838.3333,658.75,-1.6832,-7.3694,18.4493,50.74,-0.0023,-0.001,-0.0005,-0.0001,0.0,190.0,4.0,0.0,-2.7795415,-3.75,dn,dn,-1.0,mv,mv,0.8301,1.9791
1728544500000,-0.0171,-0.0278,-0.0171,-0.0093,0.0011,0.0214,-0.0343,-0.0157,-0.0207,0.0125,18.1818,-20.5128,-1.784,2.7236,947.0,970.0,989.0,907.0,685.4167,-2.3711,-4.2467,4.4101,38.1641,-0.0011,-0.0017,-0.001,-0.0006,0.0001,195.0,4.0,0.0,-3.7782493,-2.75,dn,dn,-0.25,nm,mv,0.2759,1.3933
1728544800000,-0.0043,-0.0107,-0.02,-0.0093,-0.0014,0.0129,0.0064,-0.0214,-0.0157,0.0054,17.3913,-20.1068,-0.0489,1.7351,907.0,927.0,949.0,957.6667,695.0,-2.1575,-4.4257,-5.2906,30.5036,-0.0003,-0.0007,-0.0012,-0.0006,-0.0001,200.0,4.0,0.0,-2.6310277,-2.5,dn,dn,-2.5,mv,mv,2.7588,1.2069
1728545100000,-0.0429,-0.0236,-0.0214,-0.015,-0.0071,-0.0386,0.0043,-0.0129,-0.0157,-0.0021,0.0,-27.3291,-2.8905,-2.8416,1722.0,1314.5,1192.0,1132.0,798.9167,31.0004,44.4631,52.1201,115.5419,-0.0015,-0.001,-0.001,-0.0008,-0.0005,205.0,4.0,0.0,-2.3342595,-1.0,dn,dn,0.0,nm,mv,0.0,0.4828
1728545400000,0.0,-0.0214,-0.0157,-0.0164,-0.0068,0.0429,-0.0107,0.0014,-0.0193,-0.0021,23.6842,-9.765,-1.3189,1.5716,3001.0,2361.5,1876.6667,1432.8333,1011.5833,27.0802,59.9112,109.4452,196.6636,0.0,-0.0005,-0.0005,-0.0007,-0.0004,210.0,4.0,0.0,-1.8392266,-0.75,dn,dn,0.0,nm,nm,0.0,0.3943
1728545700000,0.0,0.0,-0.0143,-0.0171,-0.0061,0.0,0.0236,0.0057,-0.0221,-0.0007,23.6842,-8.9918,-3.8247,-2.5057,1526.0,2263.5,2083.0,1516.0,1114.5,-32.5823,-26.7403,0.6596,36.9224,0.0,0.0,-0.0004,-0.0007,-0.0003,215.0,4.0,0.0,-3.0893135,-1.0,dn,dn,-1.0,mv,mv,0.9701,0.5344
1728546000000,-0.0171,-0.0086,-0.0057,-0.0136,-0.0075,-0.0171,0.0129,0.0157,-0.0121,-0.0014,13.1579,-14.8854,1.1763,5.0009,819.0,1172.5,1782.0,1487.0,1162.6667,-30.1493,-54.0404,-44.9227,-29.5585,-0.0012,-0.0004,-0.0002,-0.0005,-0.0004,220.0,4.0,0.0,-3.2288842,0.25,up,up,0.25,nm,nm,0.287,0.1339
1728546300000,0.0043,-0.0064,-0.0043,-0.01,-0.0096,0.0214,-0.0064,0.0114,-0.0007,-0.0068,15.7895,-10.3438,4.5504,3.3742,927.0,873.0,1090.6667,1483.6667,1195.3333,6.1856,-15.0061,-37.5197,-22.4484,0.0003,-0.0004,-0.0002,-0.0004,-0.0005,225.0,4.0,0.0,-2.0224237,1.5,dn,up,-0.25,nm,mv,0.2652,0.8057
1728546600000,-0.0043,0.0,-0.0057,-0.01,-0.0096,-0.0086,0.0086,0.0086,-0.0007,-0.0086,13.1579,-9.5008,4.5504,0.0,603.0,765.0,783.0,1433.0,1195.3333,-21.1765,-22.9885,-57.9204,-49.5538,-0.0004,0.0,-0.0004,-0.0004,-0.0005,230.0,4.0,0.0,-0.032909237,1.25,up,up,0.25,nm,mv,0.2652,0.6727
1728546900000,0.0043,0.0,0.0014,-0.0021,-0.0086,0.0086,0.0064,0.0071,0.0128,-0.0093,15.7895,-5.6002,7.2044,2.6539,476.0,539.5,668.6667,1225.3333,1178.6667,-11.7702,-28.8136,-61.1534,-59.6154,0.0005,0.0,0.0001,-0.0001,-0.0004,235.0,4.0,0.0,1.6245037,0.0,up,dn,1.5,mv,nm,3.5132,0.0
1728547200000,0.0257,0.015,0.0086,0.0021,-0.0071,0.0214,0.015,0.0129,0.0186,-0.0107,31.5789,6.9095,-11.7035,-18.9078,1808.0,1142.0,962.3333,1026.5,1229.6667,58.3187,87.8767,76.1325,47.0317,0.0008,0.0008,0.0005,0.0001,-0.0003,240.0,4.0,0.0,1.2667214,-1.25,dn,dn,-0.5,nm,mv,0.6698,0.7424
1728547500000,-0.0086,0.0086,0.0071,0.0007,-0.0082,-0.0343,0.0086,0.0129,0.0178,-0.0118,30.303,5.6991,-4.4138,7.2897,772.0,1290.0,1018.6667,900.8333,1208.4167,-40.155,-24.2147,-14.3016,-36.1148,-0.0006,0.0004,0.0004,0.0,-0.0004,245.0,4.0,0.0,-1.9776362,-1.0,dn,dn,-1.0,mv,mv,1.2774,0.5838
1728547800000,-0.0171,-0.0129,0.0,0.0007,-0.0064,-0.0086,-0.0279,-0.0014,0.0143,-0.0068,29.0323,3.3637,-7.9865,-3.5727,2096.0,1434.0,1558.6667,1113.6667,1300.3333,46.1646,34.4739,88.2071,61.1894,-0.0005,-0.0005,0.0,0.0,-0.0003,250.0,4.0,0.0,-1.2290126,2.25,up,up,0.25,nm,mv,0.3193,1.3068
1728548100000,0.0043,-0.0064,-0.0071,0.0007,-0.0046,0.0214,-0.015,-0.0157,0.0107,-0.0057,38.4615,4.5108,3.4887,11.4752,840.0,1468.0,1236.0,1099.1667,1291.4167,-42.7793,-32.0388,-23.5785,-34.9552,0.0003,-0.0003,-0.0003,0.0,-0.0002,255.0,4.0,0.0,-0.2749224,2.75,dn,up,-0.25,nm,mv,0.3193,1.6599
1728548400000,-0.0043,0.0,-0.0057,0.0007,-0.0046,-0.0086,0.0129,-0.0129,0.0107,-0.0032,37.5,2.2739,3.4596,-0.0292,434.0,637.0,1123.3333,1071.0,1252.0,-31.8681,-61.365,-59.4771,-65.3355,-0.0006,0.0,-0.0003,0.0,-0.0002,260.0,4.0,0.0,0.0063364804,1.5,up,up,2.25,mv,mv,2.8741,0.9649
1728548700000,0.0386,0.0172,0.0129,0.0064,0.0021,0.0429,0.0236,0.0129,0.0086,0.0093,85.7143,15.4318,-5.0599,-8.5195,846.0,640.0,706.6667,1132.6667,1179.0,32.1875,19.717,-25.309,-28.2443,0.0027,0.0016,0.0011,0.0003,0.0001,265.0,4.0,0.0,0.7229848,-2.0,up,dn,0.75,mv,mv,0.656,1.2003
1728549000000,0.0129,0.0257,0.0157,0.0043,0.0032,-0.0257,0.0257,0.0229,0.0021,0.01,91.3043,18.9884,2.195,7.2549,722.0,784.0,667.3333,951.6667,989.0833,-7.9082,8.1918,-24.1331,-27.0031,0.001,0.0019,0.0014,0.0003,0.0002,270.0,4.0,0.0,-1.0693944,-3.25,dn,dn,-1.5,mv,mv,1.4275,1.7433
1728549300000,-0.0257,-0.0064,0.0086,0.0014,0.0011,-0.0386,-0.0236,0.0143,0.0007,0.0071,65.2174,7.6328,-0.0127,-2.2077,647.0,684.5,738.3333,930.8333,915.8333,-5.4785,-12.3702,-30.4924,-29.354,-0.0023,-0.0005,0.0007,0.0001,0.0001,275.0,4.0,0.0,-1.0920665,-0.75,dn,dn,-1.25,mv,nm,1.023,0.39
1728549600000,-0.0214,-0.0236,-0.0114,0.0007,0.0007,0.0043,-0.0493,-0.0243,-0.0,0.0082,43.4783,-1.8436,0.6126,0.6253,841.0,744.0,736.6667,721.6667,917.6667,13.0376,14.1629,16.5358,-8.3545,-0.0015,-0.0018,-0.0009,0.0001,0.0,280.0,4.0,0.0,0.10555971,-0.25,dn,dn,-0.5,nm,nm,0.3963,0.129
1728549900000,-0.0086,-0.015,-0.0186,-0.0014,-0.0004,0.0129,-0.0086,-0.0343,-0.0021,0.0093,34.7826,-5.6129,3.5775,2.965,408.0,624.5,632.0,649.6667,874.4167,-34.6677,-35.443,-37.1986,-53.3403,-0.0012,-0.0014,-0.0017,-0.0001,-0.0,285.0,4.0,0.0,-0.020978838,-1.25,up,dn,1.0,mv,mv,0.7861,0.6393
1728550200000,0.0172,0.0043,-0.0043,0.0021,0.0014,0.0257,0.0279,-0.0129,0.0014,0.0111,52.1739,0.4079,3.5775,0.0,500.0,454.0,583.0,660.6667,865.8333,10.1322,-14.2367,-24.3189,-42.2522,0.002,0.0006,-0.0004,0.0002,0.0001,290.0,4.0,0.0,0.9893254,-2.5,dn,dn,-0.75,mv,mv,0.5644,1.3608
1728550500000,-0.0129,0.0021,-0.0014,-0.0064,0.0,-0.03,0.0171,0.01,-0.0129,0.0086,39.1304,-5.0035,3.5775,0.0,592.0,546.0,500.0,618.3333,875.5,8.4249,18.4,-4.2588,-32.3815,-0.0013,0.0002,-0.0002,-0.0006,0.0,295.0,4.0,0.0,3.020347,-0.75,dn,dn,-1.5,mv,nm,1.5894,0.4493
1728550800000,-0.0257,-0.0193,-0.0071,-0.0129,-0.0043,-0.0129,-0.0236,0.0114,-0.0171,0.0029,13.0435,-14.3461,0.2935,-3.2841,1112.0,852.0,734.6667,683.3333,817.5,30.5164,51.3612,62.7317,36.0245,-0.0013,-0.0013,-0.0006,-0.0011,-0.0003,300.0,4.0,0.0,2.248691,1.5,dn,up,-0.25,nm,mv,0.2887,0.9466
1728551100000,-0.0043,-0.015,-0.0143,-0.0093,-0.0039,0.0214,-0.0172,-0.01,-0.0107,0.0043,8.6957,-14.8862,4.1667,3.8732,719.0,915.5,807.6667,695.3333,813.0833,-21.4637,-10.9781,3.4036,-11.5712,-0.0003,-0.001,-0.001,-0.0008,-0.0003,305.0,4.0,0.0,1.205875,1.25,up,up,1.0,mv,mv,1.2361,0.7889
1728551400000,0.0172,0.0064,-0.0043,-0.0029,-0.0011,0.0214,0.0257,-0.0029,-0.0036,0.0054,22.7273,-7.3204,-4.3282,-8.4948,882.0,800.5,904.3333,702.1667,711.9167,10.1811,-2.4696,25.6112,23.8909,0.0011,0.0005,-0.0003,-0.0002,-0.0001,310.0,4.0,0.0,2.1135097,1.25,up,up,0.75,mv,mv,0.825,0.7914
1728551700000,0.0129,0.015,0.0086,0.0007,-0.0004,-0.0043,0.03,0.0157,0.0021,0.0043,36.3636,-1.8405,-0.5407,3.7875,587.0,734.5,729.3333,732.0,690.8333,-20.0817,-19.5155,-19.8087,-15.0302,0.0013,0.0012,0.0007,0.0001,-0.0,315.0,4.0,0.0,1.7099906,2.75,dn,up,-0.5,nm,mv,0.5257,1.6906
1728552000000,-0.0086,0.0021,0.0071,-0.0036,-0.0007,-0.0214,-0.0043,0.0214,-0.0057,0.0039,27.2727,-5.1378,1.4342,1.9749,734.0,660.5,734.3333,771.0,715.8333,11.1279,-0.0454,-4.799,2.5378,-0.0007,0.0002,0.0006,-0.0003,-0.0001,320.0,4.0,0.0,2.082622,3.0,up,up,1.0,mv,mv,1.1642,1.8247
1728552300000,0.0172,0.0043,0.0071,0.0014,-0.0025,0.0257,-0.0107,0.0114,0.0079,-0.0046,45.4545,2.9997,3.1428,1.7086,329.0,531.5,550.0,727.1667,672.75,-38.0997,-40.1818,-54.7559,-51.0962,0.003,0.0005,0.0008,0.0001,-0.0002,325.0,4.0,0.0,1.5603083,0.25,up,up,2.25,mv,nm,2.4445,0.1497
